Brand,Make_Model,Date of Sale,Sale Price,Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location
BMW,BMW 4 Series Gran Coupe (420d),26/03/2024,"€17,048.00",2015,"68,463",Hatchback,Automatic,Diesel,Red BMW 4 SERIES2.0 420D XDRIVE M SPORT GRAN COUPE 4d 188 BHP + OVER 1200 5* REVIEWS,Limerick
BMW,BMW 3 Series (320i),28/03/2024,"€2,835.00",2010,"89,223",Coupe,Manual,Petrol,Red BMW 3 Series2.0 320i M Sport Highline Euro 5 2dr4 previous owners,Galway
BMW,BMW Z4 (M Sport),29/03/2024,"€ 15,639",2013,"35,191",Convertible,Automatic,Petrol,BMW Z42.0 20i M Sport Auto sDrive Euro 6 2dr,Tipperary
BMW,BMW 1 Series (M140i),2024-03-31,"€19,686.00",2017,"56,002",Hatchback,Automatic,Petrol,Red BMW 1 SeriesM140i [Nav] Step Auto [Harman Kardon Sound] 3.0 5dr,Wicklow
BMW,BMW 4 Series Gran Coupe (435d),01/04/2024,"€24,940.00",2018,"85,227",Hatchback,Automatic,Diesel,Silver BMW 4 Series Gran Coupe3.0 435d M Sport Auto xDrive Euro 6 (s/s) 5dr2 previous owners,Longford
BMW,BMW 5 Series (520d),2024-04-02,"€15,103.00",2016,"68,696",Saloon,Automatic,Diesel,Blue BMW 5 Series2.0 520d M Sport Auto Euro 6 (s/s) 4dr2 previous owners,Cork
BMW,BMW 4 Series (MHT),2024-04-02,"€36,029.00",2021,5390,Coupe,Automatic,Diesel Hybrid,BMW 4 Series2.0 420d MHT M Sport Auto Euro 6 (s/s) 2dr2 previous owners,Waterford
BMW,BMW 5 Series (M Sport),03/04/2024,"€4,252.00",2008,"183,231",Estate,Manual,Diesel,BMW 5 Series3.0 530d M Sport Touring 5dr Diesel Manual Euro 4 (235 ps)4 previous owners,Dublin
BMW,BMW X6 (M Sport),03/04/2024,"€35,307.00",2018,"20,813 miles",SUV,Automatic,Diesel,Red BMW X63L M Sport 40d 5dr,Tipperary
BMW,BMW 4 Series (MHT),04/04/2024,"€ 36,471",2021,"16,803",Coupe,Automatic,Diesel Hybrid,Silver BMW 4 Series420d M Sport Coupe 2.0 2dr2 previous owners,Dublin
BMW,BMW X1 (SE),05/04/2024,"€ 7,575",2010,"64,112",SUV,Manual,Diesel,Black BMW X12.0 18d SE sDrive Euro 5 5dr,Westmeath
BMW,BMW 2 Series (M240i),05/04/2024,"€24,174.00",2017,"22,154 miles",Convertible,Automatic,Petrol,Blue BMW 2 SERIESM240I 2Dr [Nav] Step Auto 3.03 previous owners,Clare
BMW,BMW X5 (SE),06/04/2024,"€20,372.00",2014,"79,657",SUV,Automatic,Diesel,Red BMW X52.0 XDRIVE25D SE 5DR 215 BHP HEATED SEATS + PARKING SENSORS,Cork
BMW,BMW 7 Series (M Sport),08/04/2024,"€27,178.00",2015,"91,209",Saloon,Automatic,Diesel,Black BMW 7 Series3.0 730Ld M Sport Auto Euro 6 (s/s) 4dr,Laois
BMW,BMW M3 (BiTurbo),10/04/2024,"€42,196.00",2017,"18,172",Saloon,Automatic,Petrol,Navy BMW M3 SeriesM3 Saloon Competition Package 3.0 4dr3 previous owners,Limerick
BMW,BMW 2 Series (218i),13/04/2024,"€18,244.00",2018,"24,593",Coupe,Automatic,Petrol,Blue BMW 2 Series218i Sport Coupe 1.5 2dr2 previous owners,Cork
BMW,BMW X3 (M Sport),15/04/2024,"€20,797.00",2016,"54,541",SUV,Auto,Diesel,Navy BMW X32.0 20d M Sport Auto xDrive Euro 6 (s/s) 5dr2 previous owners,Dublin
BMW,BMW 1 Series (M Sport),18/04/2024,"€12,768.00",2012,"37,487 miles",Convertible,Manual,Petrol,Black BMW 1 Series3.0 135i M Sport Convertible 2dr Petrol Manual Euro 5 (306 ps)2 previous owners,Cork
BMW,BMW 1 Series (M140i),19/04/2024,"€23,446.00",2018,"33,311",Hatchback,Automatic,Petrol,Silver BMW 1 Series3.0 M140i Shadow Edition 5 Door Sports HB,Wexford
BMW,BMW 4 Series Gran Coupe (M Sport),23/04/2024,"€ 24,687",2018,"82,577",Hatchback,Automatic,Diesel,Silver BMW 4 SERIES3.0 435D XDRIVE M SPORT GRAN COUPE 4d 309 BHP CARBON M PERFORMANCE. BIG SPEC.,Limerick
BMW,BMW M4 (Competition),24/04/2024,"€33,409.00",2017,"43,627",Coupe,Automatic,Petrol,Black BMW M43.0 M4 COMPETITION 2d 444 BHP2 previous owners,Limerick
BMW,BMW 1 Series (Sport),25/04/2024,"€10,108.00",2013,"70,161",Hatchback,Manual,Petrol,Grey BMW 1 Series1.6 116i Sport Sports Hatch (s/s) 5dr,Dublin
BMW,BMW 5 Series (520d),25/04/2024,"€17,960.00",2018,74812,Saloon,Automatic,Diesel,Black BMW 520D2.0 SE 4dr,Wexford
BMW,BMW 4 Series (420i),26/04/2024,"€12,099.00",2014,"100,399",Coupe,Automatic,Petrol,Black BMW 4 Series2.0 420i M Sport Auto Euro 6 (s/s) 2dr4 previous owners,Dublin
BMW,BMW 3 Series (320i),2024-04-27,"€24,173.00",2018,"47,915",Estate,Automatic,Petrol,Grey BMW 3 Series2.0 320i M Sport Shadow Edition Touring Auto xDrive Euro 6 (s/s) 5dr2 previous owners,Dublin
BMW,BMW 1 Series (116d),27/04/2024,"€10,384.00",2017,"92,188",Hatchback,Automatic,Diesel,Black BMW 1 Series1.5 116d SE Auto Euro 6 (s/s) 5dr1 previous owner,Donegal
BMW,BMW 1 Series (118i),29/04/2024,"€12,196.00",2015,"65,571",Hatchback,Manual,Petrol,Grey BMW 1 Series1.5 118i M Sport Euro 6 (s/s) 5dr1 previous owner,Mayo
BMW,BMW 1 Series (SE Business),29/04/2024,"€13,939.00",2019,"51,839 miles",Hatchback,Manual,Diesel,Red BMW 1 SeriesBMW 1 116d 1.5 SE Business 5dr Nav1 previous owner,Donegal
BMW,BMW 1 Series (116i),02/05/2024,"€3,411.00",2010,"109,088",Hatchback,Manual,Petrol,Red BMW 1 Series2.0 116i SE 3dr3 previous owners,Dublin
BMW,BMW M5 (V8),02/05/2024,"€ 27,624",2013,"55,023",Saloon,Automatic,Petrol,Blue BMW M54.4 V8 M DCT 4dr,Wicklow
BMW,BMW X3 (M Sport),02/05/2024,"€20,391.00",2015,"51,378",SUV,Automatic,Diesel,Grey BMW X3XDRIVE35D M SPORT 5DR STEP AUTO 3.02 previous owners,Galway
BMW,BMW 1 Series (M135i),03/05/2024,"€33,333.00",2021,"16,392",Hatchback,Automatic,Petrol,BMW 1 SeriesM135i xDrive 2.0 5dr1 previous owner,Wexford
BMW,BMW 1 Series (118i),04/05/2024,"€4,384.00",2008,"87,691",Convertible,Manual,Petrol,Navy BMW 1 Series2.0 118i SE Euro 4 2dr,Cork
BMW,BMW 1 Series (116d),04/05/2024,"€5,254.00",2012,"131,083",Hatchback,Manual,Diesel,Grey BMW 1 Series2.0 116d Sport 5dr3 previous owners,Kildare
BMW,BMW 1 Series (116d),05/05/2024,"€13,386.00",2017,"31,220",Hatchback,Manual,Diesel,Red BMW 1 Series116d ED PLUS 1.5 5dr2 previous owners,Sligo
BMW,BMW M3 (V8),05/05/2024,"€20,072.00",2013,"76,245 miles",Convertible,Manual,Petrol,Grey BMW M34.0 V8 Euro 5 2dr,Tipperary
BMW,BMW X1 (M Sport),2024-05-07,"€16,353.00",2015,"50,837",SUV,Manual,Diesel,BMW X12.0 18d M Sport sDrive Euro 6 (s/s) 5dr1 previous owner,Kerry
BMW,BMW 3 Series Gran Turismo (330i),12/05/2024,"€ 18,401",2016,"78,072 miles",Hatchback,Automatic,Petrol,Silver BMW 3 SERIES2.0 330I M SPORT GRAN TURISMO 5d 248 BHP M SPORT PLUS PACKAGE,Laois
BMW,BMW X5 (40d),13/05/2024,"€12,023.00",2010,"117,265 miles",SUV,Automatic,Diesel,BMW X53.0 40d M Sport Auto xDrive 5dr,Dublin
BMW,BMW 1 Series (120i),2024-05-14,"€18,995.00",2019,"36,000",Hatchback,Automatic,Petrol,Black BMW 1 Series2.0 120i GPF M Sport Auto Euro 6 (s/s) 5dr,Waterford
BMW,BMW 4 Series (MHT),14/05/2024,"€39,249.00",2021,13406,Coupe,Automatic,Diesel Hybrid,BMW 4 Series420d M Sport Pro Edition Coupe 2.0 2dr1 previous owner,Cork
BMW,BMW 1 Series (114d),14/05/2024,"€ 6,392",2013,"102,274",Hatchback,Manual,Diesel,Red BMW 1 Series1.6 114d ES Euro 5 (s/s) 5dr1 previous owner,Dublin
BMW,BMW 4 Series (MHT),15/05/2024,"€39,995.00",2021,"7,283",Coupe,Automatic,Diesel Hybrid,Red BMW 4 Series420d M Sport Coupe 2.0 2dr1 previous owner,Cork
BMW,BMW 1 Series (M Sport),15/05/2024,"€ 12,110",2014,"62,286",Hatchback,Manual,Diesel,"Black BMW 1 SERIES2.0 118D M SPORT 3d-2 OWNER CAR-HEXAGON ALCANTARA UPHOLSTERY-18"" ALLOYS-BLUETOOTH-RETRACTABLE ARMREST-REAR PARKING SENSORS-DAB RADIO-SPEED LIMITER-HIG2 previous owners",Dublin
BMW,BMW X4 (20d),16/05/2024,"€19,361.00",2015,"78,231",SUV,Automatic,Diesel,Silver BMW X42.0 20d M Sport Auto xDrive Euro 6 (s/s) 5dr,Louth
BMW,BMW 4 Series Gran Coupe (M Sport),17/05/2024,"€15,348.00",2014,87475,Hatchback,Automatic,Diesel,BMW 4 Series Gran Coupe2.0 420d M Sport Auto xDrive Euro 6 (s/s) 5dr2 previous owners,Cork
BMW,BMW 1 Series (120d),19/05/2024,"€8,184.00",2014,"108,496",Hatchback,Manual,Diesel,Silver BMW 1 SERIES2.0 120D M SPORT 5d 181 BHP ** WARRANTY INCLUDED **,Kildare
BMW,BMW 5 Series (530d),20/05/2024,"€48,240.00",2020,"8,419",Estate,Automatic,Diesel Hybrid,Black BMW 5 Series530d xDrive M Sport Touring 3.0 5dr1 previous owner,Cork
BMW,BMW 4 Series (420d),21/05/2024,"€36,229.00",2021,"5,183",Coupe,Automatic,Diesel Hybrid,Red BMW 4 Series2.0 420d MHT M Sport Auto Euro 6 (s/s) 2dr2 previous owners,Sligo
BMW,BMW 4 Series (MHT),21/05/2024,"€56,043.00",2022,"3,660",Convertible,Automatic,Petrol Hybrid,Red BMW 4 SeriesM440i xDrive Convertible 3.0 2dr1 previous owner,Sligo
BMW,BMW 6 Series (640d),22/05/2024,"€24,341.00",2015,"28,638",Convertible,Automatic,Diesel,Navy BMW 6 Series3.0 640d M Sport Auto Euro 6 (s/s) 2dr2 previous owners,Limerick
BMW,BMW X3 (20d),23/05/2024,"€11,262.00",2013,"89,180",SUV,Automatic,Diesel,Grey BMW X32.0 20d SE Auto xDrive Euro 5 (s/s) 5dr2 previous owners,Donegal
BMW,BMW 3 Series (M Sport),23/05/2024,"€8,087.00",2012,"81,091",Convertible,Automatic,Diesel,Blue BMW 3 Series2.0 320d M Sport Steptronic Euro 5 2dr3 previous owners,Galway
BMW,BMW 2 Series Gran Coupe (218i),2024-05-23,"€29,874.00",2021,"11,230",Saloon,Automatic,Petrol,Blue BMW 2 Series218i M Sport Gran Coupe 1.5 4dr2 previous owners,Cavan
BMW,BMW 3 Series (SE),23/05/2024,"€9,525.00",2013,"92,538",Estate,Automatic,Diesel,Blue BMW 3 Series2.0 320d SE Touring 5dr Diesel Auto xDrive Euro 5 (s/s) (184 ps)5 previous owners,Waterford
BMW,BMW 5 Series (520d),23/05/2024,"€15,154.00",2015,"54,775",Saloon,Automatic,Diesel,Grey BMW 5 SERIES2.0 520D M SPORT 4d AUTO 188 BHP HEATED SEATS.CRUISE CONTROL.SAT NAV,Dublin
BMW,BMW 1 Series (116d),2024-05-25,"€30,101.00",2021,"18,485 miles",Hatchback,Automatic,Diesel,Black BMW 1 Series116d M Sport 1.5 5dr1 previous owner,Kilkenny
BMW,BMW X5 (40d),2024-05-26,"€16,277.00",2011,77174,SUV,Automatic,Diesel,Grey BMW X53.0 40d M Sport Auto xDrive 5dr2 previous owners,Cork
BMW,BMW X1 (M Sport),26/05/2024,"€ 21,685",2018,24725,SUV,Automatic,Diesel,Blue BMW X12.0 18d M Sport SUV 5dr Diesel Auto sDrive Euro 6 (s/s) (150 ps)1 previous owner,Galway
BMW,BMW 3 Series (318i),2024-05-26,"€3,703.00",2009,95276,Saloon,Manual,Petrol,Grey BMW 3 Series2.0 318i SE Euro 4 4dr,Tipperary
BMW,BMW 4 Series (MHT),2024-05-26,"€43,099.00",2021,"7,421",Coupe,Auto,Diesel Hybrid,Blue BMW 4 Series430d xDrive M Sport Coupe 3.0 2dr1 previous owner,Dublin
BMW,BMW M3 (BiTurbo),28/05/2024,"€29,583.00",2014,"47,326",Saloon,Automatic,Petrol,Red BMW M33.0 BiTurbo DCT Euro 6 (s/s) 4dr,Cork
BMW,BMW X5 (30d),28/05/2024,"€49,751.00",2020,"22,633",SUV,Automatic,Diesel,Blue BMW X5 SeriesX5 xDrive30d M Sport 3.0 5dr1 previous owner,Dublin
BMW,BMW X5 (M Sport),28/05/2024,"€23,946.00",2016,"103,175",SUV,Automatic,Diesel,Black BMW X53.0 30d M Sport SUV 5dr Diesel Auto xDrive Euro 6 (s/s) (258 ps)1 previous owner,Dublin
BMW,BMW 1 Series (M Sport),28/05/2024,"€5,406.00",2011,"103,245 miles",Hatchback,Manual,Diesel,Red BMW 1 SERIES2.0 120D M SPORT 3d 175 BHP4 previous owners,Cork
BMW,BMW 1 Series (Shadow Edition),29/05/2024,"€25,168.00",2018,"22,015",Hatchback,Automatic,Petrol,Black BMW 1 Series3L Shadow Edition M140i 5dr,Galway
BMW,BMW 5 Series (520d),2024-05-29,"€6,235.00",2009,92189,Saloon,Automatic,Diesel,Grey BMW 5 Series2.0 520d M Sport Business Edition 4dr,Meath
BMW,BMW 1 Series (M Sport),30/05/2024,"€1,324.00",2010,"96,638",Hatchback,Manual,Diesel,Navy BMW 1 Series2.0 118d M Sport Euro 5 5dr3 previous owners,Louth
BMW,BMW M2 (i),31/05/2024,"€34,707.00",2018,"32,046",Coupe,Automatic,Petrol,Navy BMW M23.0i DCT Euro 6 (s/s) 2dr,Galway
BMW,BMW X3 (xLine),31/05/2024,"€32,640.00",2019,"16,614",SUV,Automatic,Petrol,Red BMW X3 SeriesX3 xDrive20i xLine 2.0 5dr1 previous owner,Cavan
BMW,BMW 8 Series Gran Coupe (840i),01/06/2024,"€65,342.00",2021,"11,734",Saloon,Automatic,Petrol,Blue BMW 8 Series840i Gran Coupe 3.0 4dr1 previous owner,Cork
BMW,BMW 5 Series (M Sport),2024-06-02,"€18,384.00",2014,"46,928",Estate,Automatic,Diesel,BMW 5 Series3.0 530d M Sport Touring Auto Euro 6 (s/s) 5dr2 previous owners,Cork
BMW,BMW 1 Series (118d),02/06/2024,"€15,187.00",2015,"26,156",Hatchback,Automatic,Diesel,Grey BMW 1 Series2L Sport 118d 5dr,Carlow
BMW,BMW 5 Series (M Sport),03/06/2024,"€17,829.00",2017,"146,033",Saloon,Automatic,Diesel,BMW 5 Series2.0 520d M Sport Auto xDrive Euro 6 (s/s) 4dr2 previous owners,Cork
BMW,BMW 1 Series (Sport),04/06/2024,"€7,083.00",2013,"106,176",Hatchback,Manual,Diesel,Blue BMW 1 Series2.0 116d Sport 3dr1 previous owner,Cork
BMW,BMW 3 Series (M Sport),06/06/2024,"€9,127.00",2010,"88,450",Convertible,Automatic,Diesel,Red BMW 3 Series2.0 320d M Sport Steptronic Euro 5 2dr,Wicklow
BMW,BMW 4 Series Gran Coupe (435d),07/06/2024,"€21,208.00",2017,"62,058",Hatchback,Automatic,Diesel,Navy BMW 4 Series Gran Coupe3.0 435d M Sport Auto xDrive Euro 6 (s/s) 5dr3 previous owners,Cork
BMW,BMW X4 (M Sport X),07/06/2024,"€ 32,874",2020,"27,173",SUV,Automatic,Diesel Hybrid,BMW X42.0 20d MHT M Sport X SUV 5dr Diesel Hybrid Auto xDrive Euro 6 (s/s) (190 ps)2 previous owners,Dublin
BMW,BMW M4 (BiTurbo),07/06/2024,"€39,402.00",2019,"17,029",Coupe,Automatic,Petrol,Red BMW M43.0 BiTurbo GPF Competition DCT Euro 6 (s/s) 2dr3 previous owners,Clare
BMW,BMW X1 (18d),08/06/2024,"€13,911.00",2017,"95,330",SUV,Automatic,Diesel,Silver BMW X1sDrive 18d SE 5dr Step Auto (FULL LEATHER+SAT NAV) 2.0,Kildare
BMW,BMW M5 (V8),09/06/2024,"€52,408.00",2019,"36,170",Saloon,Automatic,Petrol,Blue BMW M5 SeriesM5 Saloon 4.4 4dr1 previous owner,Kerry
BMW,BMW 6 Series Gran Coupe (640d),09/06/2024,"€19,393.00",2016,85052,Saloon,Automatic,Diesel,Blue BMW 6 Series Gran Coupe3.0 640d M Sport Auto Euro 6 (s/s) 4dr1 previous owner,Clare
BMW,BMW 4 Series Gran Coupe (420d),10/06/2024,"€ 22,088",2019,"56,583",Hatchback,Automatic,Diesel,Grey BMW 4 Series Gran Coupe2L M Sport 420d 5dr,Wicklow
BMW,BMW 4 Series (M440i),11/06/2024,"€47,114.00",2020,"17,562",Coupe,Automatic,Petrol Hybrid,Blue BMW 4 SeriesM440i xDrive Coupe 3.0 2dr2 previous owners,Cavan
BMW,BMW 5 Series (520d),17/06/2024,"€9,569.00",2014,"135,381 miles",Saloon,Automatic,Diesel,Red BMW 5 Series2.0 520d M Sport Auto Euro 6 (s/s) 4dr2 previous owners,Galway
BMW,BMW 3 Series Gran Turismo (SE),18/06/2024,"€10,142.00",2013,"95,790",Hatchback,Manual,Petrol,Grey BMW 3 Series Gran Turismo2.0 320i SE GT Euro 6 (s/s) 5dr2 previous owners,Galway
BMW,BMW X5 (M Sport),19/06/2024,"€30,172.00",2015,"41,020 miles",SUV,Automatic,Diesel,Black BMW X53.0 30d M Sport Auto xDrive Euro 6 (s/s) 5dr3 previous owners,Dublin
BMW,BMW 1 Series (M135i),2024-06-21,"€32,755.00",2020,"20,293",Hatchback,Automatic,Petrol,BMW 1 SeriesM135i xDrive 2.0 5dr1 previous owner,Meath
BMW,BMW X3 (M Sport),24/06/2024,"€ 30,310",2019,"27,177",SUV,Automatic,Diesel,BMW X32L M Sport 20d 5dr,Galway
BMW,BMW 5 Series (M Sport),2024-06-24,"€9,225.00",2013,"114,282",Estate,Manual,Diesel,Black BMW 5 Series2.0 520d M Sport Touring Euro 5 (s/s) 5dr2 previous owners,Limerick
BMW,BMW 5 Series (540i),25/06/2024,"€27,133.00",2018,"61,862",Saloon,Automatic,Petrol,"Red BMW 5 SERIES3.0 540I XDRIVE M SPORT 4d 335 BHP DAB RADIO, HEATED MEMORY SEATS,",Cork
BMW,BMW 4 Series Gran Coupe (M Sport),26/06/2024,"€17,954.00",2015,"75,126",Hatchback,Automatic,Diesel,Black BMW 4 Series Gran Coupe3.0 435d M Sport Auto xDrive Euro 6 (s/s) 5dr4 previous owners,Carlow
BMW,BMW X3 (20i),27/06/2024,"€ 44,271",2022,"5,656",SUV,Automatic,Petrol Hybrid,Grey BMW X3 SeriesX3 xDrive20i M Sport 2.0 5dr1 previous owner,Waterford
BMW,BMW 5 Series (518d),28/06/2024,"€7,793.00",2015,"133,435 miles",Saloon,Automatic,Diesel,Silver BMW 5 Series2.0 518d SE Saloon 4dr Diesel Auto Euro 6 (s/s) (150 ps)1 previous owner,Meath
BMW,BMW 6 Series Gran Coupe (M Sport),28/06/2024,"€ 19,091",2015,"67,326",Saloon,Automatic,Diesel,BMW 6 Series Gran Coupe3.0 640d M Sport Auto Euro 5 (s/s) 4dr2 previous owners,Cork
BMW,BMW X1 (20d),2024-06-29,"€21,402.00",2017,"37,648 miles",SUV,Automatic,Diesel,BMW X1xDrive 20d M Sport 5dr Step Auto 2.0,Roscommon
BMW,BMW X5 (M Sport),02/07/2024,"€23,779.00",2015,"48,362",SUV,Automatic,Diesel,Grey BMW X52.0 25d M Sport Auto xDrive Euro 6 (s/s) 5dr2 previous owners,Kildare
BMW,BMW 3 Series (320i),02/07/2024,"€33,412.00",2021,"3,981",Saloon,Automatic,Petrol,Red BMW 3 SERIES320i M Sport 4dr Step Auto [Pro Pack] 2.0,Galway
BMW,BMW 1 Series (Sport),2024-07-04,"€11,248.00",2015,"44,321",Hatchback,Manual,Petrol,Blue BMW 1 SERIES1.6 116I SPORT 5d 135 BHP FINANCE TODAY FROM 6.9% APR2 previous owners,Dublin
BMW,BMW 4 Series (MHT),04/07/2024,"€ 40,252",2021,"10,426",Coupe,Automatic,Diesel Hybrid,Grey BMW 4 Series430d xDrive M Sport Coupe 3.0 2dr1 previous owner,Dublin
BMW,BMW X3 (M Sport),2024-07-05,"€36,196.00",2019,"20,652 miles",SUV,Automatic,Petrol,Black BMW X3 SeriesX3 xDrive20i M Sport 2.0 5dr1 previous owner,Cork
BMW,BMW X1 (SE),07/07/2024,"€ 17,413",2017,"37,619",SUV,Automatic,Diesel,BMW X12.0 sDrive18d SE 5dr,Waterford
BMW,BMW 1 Series (SE Business),08/07/2024,"€10,617.00",2018,94392,Hatchback,Manual,Diesel,Black BMW 1 SERIES1.5 116D SE BUSINESS 5d 114 BHP ECONOMICAL 114HP 1.5L BMW 116D SE2 previous owners,Wicklow
BMW,BMW X5 (30d),08/07/2024,"€10,211.00",2012,"110,581",SUV,Automatic,Diesel,Silver BMW X53.0 30d M Sport Steptronic xDrive Euro 5 5dr3 previous owners,Meath
BMW,BMW X1 (M Sport),09/07/2024,"€12,673.00",2014,"28,918",SUV,Manual,Diesel,Black BMW X12.0 18d M Sport xDrive 5dr2 previous owners,Westmeath
BMW,BMW X1 (M Sport),10/07/2024,"€ 10,417",2011,"62,770",SUV,Automatic,Diesel,BMW X12.0 20d M Sport Steptronic xDrive Euro 5 5dr,Dublin
BMW,BMW X5 (30d),10/07/2024,"€52,218.00",2019,"10,027",SUV,Automatic,Diesel,Silver BMW X5 SeriesX5 xDrive30d M Sport 3.0 5dr1 previous owner,Offaly
BMW,BMW 6 Series (640d),10/07/2024,"€13,215.00",2013,"112,758",Convertible,Automatic,Diesel,Black BMW 6 Series3.0 640d M Sport Convertible 2dr Diesel Auto Euro 5 (s/s) (313 ps)1 previous owner,Clare
BMW,BMW 4 Series (430i),11/07/2024,"€41,800.00",2021,"19,567 miles",Convertible,Automatic,Petrol,Black BMW 4 Series430i M Sport Convertible 2.0 2dr1 previous owner,Cork
BMW,BMW 2 Series Gran Coupe (218i),11/07/2024,"€25,026.00",2020,"15,277",Saloon,Automatic,Petrol,Grey BMW 2 Series218i Sport Gran Coupe 1.5 4dr2 previous owners,Kerry
BMW,BMW 4 Series (M440d),12/07/2024,"€53,155.00",2022,"4,483",Convertible,Automatic,Diesel Hybrid,Navy BMW 4 SeriesM440d xDrive Convertible 3.0 2dr1 previous owner,Westmeath
BMW,BMW X1 (M Sport),12/07/2024,"€13,092.00",2012,"42,326",SUV,Automatic,Diesel,Blue BMW X12.0 20d M Sport Steptronic xDrive Euro 5 5dr2 previous owners,Donegal
BMW,BMW 5 Series (530d),12/07/2024,"€22,330.00",2017,"55,722",Saloon,Automatic,Diesel,Red BMW 5 Series530d xDrive SE Saloon Auto with Heads Up Display Electric Seats Wireless 3.0 4dr,Carlow
BMW,BMW X3 (30d),14/07/2024,"€33,693.00",2019,"37,499 miles",SUV,Automatic,Diesel,Black BMW X3xDrive30d M Sport 5dr Step Auto 3.0,Cork
BMW,BMW 4 Series Gran Coupe (430d),14/07/2024,"€21,637.00",2018,"70,425",Hatchback,Automatic,Diesel,Black BMW 4 Series430d xDrive M Sport 5dr Auto [Professional Media] Leather Seats 3.0,Galway
BMW,BMW Z4 (M Sport),14/07/2024,"€14,138.00",2015,"79,194",Convertible,Automatic,Petrol,Navy BMW Z42.0 28i M Sport Convertible 2dr Petrol Auto sDrive Euro 6 (245 ps),Offaly
BMW,BMW 1 Series (M140i),14/07/2024,"€23,943.00",2019,"33,490 miles",Hatchback,Automatic,Petrol,Grey BMW 1 Series3.0 M140i Shadow Edition Auto Euro 6 (s/s) 5dr4 previous owners,Dublin
BMW,BMW 4 Series Gran Coupe (M Sport),14/07/2024,"€ 23,658",2019,"30,545",Hatchback,Automatic,Diesel,Black BMW 4 Series Gran Coupe430d M Sport Gran Coupe 3.0 5dr1 previous owner,Cork
BMW,BMW X5 (SE),15/07/2024,"€8,314.00",2010,"117,401 miles",SUV,Automatic,Diesel,"BMW X53.0 XDRIVE30D SE 5d 241 BHP 2 KYES, LEATHER + SATNAV",Offaly
BMW,BMW M3 (Competition),16/07/2024,"€36,309.00",2016,"42,425",Saloon,Automatic,Petrol,Silver BMW M33.0 BiTurbo Competition DCT Euro 6 (s/s) 4dr,Mayo
BMW,BMW X3 (M Sport),2024-07-17,"€34,672.00",2019,"6,254",SUV,Automatic,Petrol,Blue BMW X3 SeriesX3 xDrive20i M Sport 2.0 5dr1 previous owner,Louth
BMW,BMW 2 Series (M235i),18/07/2024,"€16,924.00",2014,"60,316",Coupe,Manual,Petrol,Grey BMW 2 Series3.0 M235i Euro 6 (s/s) 2dr4 previous owners,Westmeath
BMW,BMW 3 Series (318d),18/07/2024,"€ 33,788",2022,"13,582",Saloon,Automatic,Diesel Hybrid,Silver BMW 3 Series318d M Sport Saloon 2.0 4dr1 previous owner,Louth
BMW,BMW 3 Series (M Sport),18/07/2024,"€4,226.00",2010,"134,720",Saloon,Manual,Diesel,BMW 3 Series2.0 318d M Sport Saloon 4dr Diesel Manual Euro 5 (143 ps)3 previous owners,Galway
BMW,BMW 5 Series (530d),2024-07-19,"€45,096.00",2022,"12,474",Saloon,Automatic,Diesel Hybrid,Blue BMW 5 Series530d xDrive M Sport Saloon 3.0 4dr1 previous owner,Galway
BMW,BMW 1 Series (116d),19/07/2024,"€7,306.00",2013,"75,743 miles",Hatchback,Manual,Diesel,BMW 1 SERIES2.0 116d SE Hatchback 5dr Diesel Manual Euro 5 (s/s) (116 ps)3 previous owners,Sligo
BMW,BMW 3 Series (320i),22/07/2024,"€16,200.00",2013,"31,066 miles",Saloon,Automatic,Petrol,Navy BMW 3 Series2.0 320i M Sport Auto Euro 6 (s/s) 4dr1 previous owner,Longford
BMW,BMW 5 Series (MHT),2024-07-24,"€40,175.00",2021,"12,060 miles",Saloon,Automatic,Diesel Hybrid,Navy BMW 5 Series520d M Sport Saloon 2.0 4dr1 previous owner,Dublin
BMW,BMW X1 (xLine),27/07/2024,"€21,228.00",2017,"25,950",SUV,Automatic,Petrol,"BMW X1X1 2.0 20i xLine SUV 5dr Petrol Auto xDrive (s/s) (192 ps) | POWER BOOT,XENONS,4WD2 previous owners",Dublin
BMW,BMW X3 (SE),2024-07-28,"€ 12,442",2011,"56,924",SUV,Automatic,Diesel,Red BMW X32.0 20d SE Steptronic xDrive Euro 5 (s/s) 5dr3 previous owners,Roscommon
BMW,BMW M4 (BiTurbo),29/07/2024,"€42,907.00",2019,"19,175",Coupe,Automatic,Petrol,Red BMW M43.0 M4 COMPETITION 2d 444 BHP2 previous owners,Cork
BMW,BMW M2 (Competition),31/07/2024,"€ 48,650",2020,"12,370",Coupe,Automatic,Petrol,Red BMW M23.0 BiTurbo GPF Competition Coupe 2dr Petrol DCT Euro 6 (s/s) (410 ps),Dublin
BMW,BMW M3 (BiTurbo),31/07/2024,"€30,297.00",2016,"65,330",Saloon,Automatic,Petrol,Black BMW M33.0 BiTurbo DCT Euro 6 (s/s) 4dr4 previous owners,Waterford
BMW,BMW 5 Series (520d),01/08/2024,"€8,894.00",2014,"121,445",Saloon,Manual,Diesel,Black BMW 5 Series2.0 520d M Sport Euro 6 (s/s) 4dr,Waterford
